id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	62	93	138	45	0	76	31	31
5	0	107	138	147	9	0	40	31	31
7	0	267	287	494	82	74	227	219	20
2	0	30	30	536	79	137	506	564	0
6	0	131	147	562	112	59	431	378	16
1	0	0	0	637	150	90	637	577	0
3	0	35	55	680	119	174	645	700	20
8	0	286	312	741	140	104	455	419	26
0	0	0	0	741	5	0	741	736	0
