id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	107	107	133	9	0	26	17	0
2	0	30	30	319	79	137	289	347	0
4	1	62	62	354	45	0	292	247	0
7	2	267	267	542	82	74	275	267	0
6	2	131	133	639	112	59	508	455	2
8	2	286	286	658	140	104	372	336	0
1	5	0	0	725	150	90	725	665	0
3	3	35	35	831	119	174	796	851	0
0	0	0	0	831	95	0	831	736	0
