id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	107	123	132	9	0	25	16	16
4	0	62	213	258	45	0	196	151	151
2	0	30	30	348	79	137	318	376	0
1	0	0	0	475	150	90	475	415	0
3	0	35	56	502	119	174	467	522	21
7	0	267	312	559	82	74	292	284	45
8	0	286	359	726	140	104	440	404	73
6	0	131	132	741	112	59	610	557	1
0	0	0	0	741	5	0	741	736	0
