id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
5	0	107	174	183	9	0	76	67	67
4	0	62	76	255	45	0	193	148	14
2	0	30	30	488	79	137	458	516	0
1	0	0	0	574	150	90	574	514	0
6	0	131	192	620	112	59	489	436	61
7	0	267	318	637	82	74	370	362	51
3	0	35	51	653	119	174	618	673	16
8	0	286	338	748	140	104	462	426	52
0	0	0	0	748	12	0	748	736	0
