id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	62	137	182	45	0	120	75	75
5	0	107	211	220	9	0	113	104	104
2	0	30	30	348	79	137	318	376	0
1	0	0	0	554	150	90	554	494	0
7	0	267	312	611	82	74	344	336	45
3	0	35	56	638	119	174	603	658	21
6	0	131	274	653	112	59	522	469	143
8	0	286	348	759	140	104	473	437	62
0	0	0	0	759	23	0	759	736	0
